TEXT,start,end,sentiment,confidence
"Number two, change my boyfriend.",102937,106187,NEUTRAL,0.581083
"Number three, get into shape.",107212,109712,NEUTRAL,0.742136657
"Number three, get into shape is somewhere in the top three.",110437,113975,POSITIVE,0.57499826
So what do you do?,114337,115312,NEUTRAL,0.801124573
You go to the gym.,115375,116052,NEUTRAL,0.834578216
You get a gym membership.,116082,117437,NEUTRAL,0.771728814
Yeah.,118162,118925,NEUTRAL,0.549144745
"You go to the local Nike store and you buy, like, all of your gym gear.",120187,124377,NEUTRAL,0.512866199
You are motivated.,124557,125517,POSITIVE,0.725457549
You are inspired.,125577,126552,POSITIVE,0.725942016
You are going to the damn gym.,126657,129147,NEGATIVE,0.852163076
You go to YouTube.,129342,130302,NEUTRAL,0.787281871
You subscribe to all of the fitness channels.,130332,132207,NEUTRAL,0.85146296
You go to Instagram.,132297,133272,NEUTRAL,0.809051216
You follow all of the fitness models.,133317,134937,NEUTRAL,0.82823503
You are motivated.,135012,136137,POSITIVE,0.725457549
You are going to the damn gym.,136212,138477,NEGATIVE,0.852163076
You're going to get in shape.,138507,139857,POSITIVE,0.527267635
That's what you're going to do.,140022,141500,NEUTRAL,0.767191231
The people you're following on YouTube have been working on for a minimum of five years to look like that.,141937,146392,NEUTRAL,0.734246314
"So you have the incorrect understanding that after a month of working on it, you're going to look like them.",146590,151552,NEGATIVE,0.642403305
So what happens in the first month?,151720,152977,NEUTRAL,0.879909754
You're excited.,152995,153447,POSITIVE,0.851687014
"You go to gym every single month, and you take the pains and your body is sore, but I'm excited.",153492,158547,POSITIVE,0.941962898
I'm going to gym.,158592,159177,NEUTRAL,0.583806992
Then life happens.,159207,160325,NEUTRAL,0.680919707
Company doesn't make money.,161137,162367,NEGATIVE,0.763226032
You don't make your targets.,162415,163782,NEGATIVE,0.489312768
You fall a bit ill.,163872,165202,NEUTRAL,0.521199524
"Something happens, and all of a sudden, you stop going to gym for a day.",165370,168127,NEGATIVE,0.511389434
"A day becomes two, two becomes a week.",168145,170092,NEUTRAL,0.799233913
"Now all of a sudden, you've had a gym membership for three months, and you haven't been in that time.",170215,173825,NEUTRAL,0.54038471
What did you miss?,174862,175942,NEUTRAL,0.571753085
You thought motivation was the formula.,176065,178122,NEUTRAL,0.633027017
Winners don't need motivation.,178242,179772,NEUTRAL,0.640030742
Winners need discipline.,179892,181337,NEUTRAL,0.755449712
Discipline is about getting it done because it needs to get done.,182437,184852,NEUTRAL,0.764070928
"Not because I feel like it's, not because I'm motivated for it.",184870,188600,NEUTRAL,0.647097349
You think Nelson Mandela is motivated to spend 27 years in prison?,190012,193337,NEGATIVE,0.557570696
You think Martin Luther King was motivated to march across the states and proclaim freedom?,194212,198962,NEUTRAL,0.781644881
"If you look at people that change the world, they're not doing it because they're motivated.",200662,204087,NEUTRAL,0.521870852
They're doing it because they made a commitment to do it.,204237,206527,NEUTRAL,0.693781495
And they disciplined to see it through.,206545,209002,NEUTRAL,0.679912508
"Discipline is far more important than motivation, which is why you got to be careful the decisions you make, because once you make the decision, you have to see that decision through.",209170,216382,NEUTRAL,0.667404056
"Like my mentor says, first we make the decisions, then the decisions make us.",216535,220250,NEUTRAL,0.744319618
Be very careful the decisions you make.,221137,223027,NEUTRAL,0.760817766
Be very careful the commitments you make.,223045,225037,NEUTRAL,0.775200844
"Motivation, I'm telling you now, is completely overrated.",225175,228822,NEGATIVE,0.907566071
It's important.,229017,229852,NEUTRAL,0.548490465
Don't get me wrong.,229945,230932,NEUTRAL,0.627904356
"You know, we meet according to motivation.",231085,232767,NEUTRAL,0.708434224
"We feel good, raw, but that will fade.",232827,236322,POSITIVE,0.479985952
You need a stronger will and a deeper commitment to see things through.,236442,241100,POSITIVE,0.559196234
One of my key phrases for the whole day disciplines work miracle.,244900,249875,POSITIVE,0.660678983
Disciplines work miracle.,251725,254225,NEUTRAL,0.624703348
And here's the first piece that works miracle.,257162,259342,POSITIVE,0.610593021
Number one.,259402,260282,NEUTRAL,0.602459967
Do what you can.,260435,261825,NEUTRAL,0.644036353
Do.,264137,264497,NEUTRAL,0.583164692
Not let neglect grab you by the throat.,264530,266862,NEGATIVE,0.64984405
"Don't let neglect stall you on your path toward prosperity and health, being able to become powerful, influential, rich beyond wildest imagination.",267362,279847,POSITIVE,0.901187956
Don't neglect what you can do.,279967,282000,NEUTRAL,0.668925405
"If you can read, read.",283262,284732,NEUTRAL,0.573634088
"If you can change, change.",284810,286472,NEUTRAL,0.661063015
"If you can grow, grow.",286580,287987,POSITIVE,0.670772433
"If you can take one step, take one step.",288050,290387,POSITIVE,0.598013222
Do not neglect to do whatever you can do at the moment.,290525,294525,NEUTRAL,0.579401314
"Of course, you can't run a multibillion dollar business today.",296012,299252,NEGATIVE,0.618505001
Mark couldn't either ten years ago.,299345,301425,NEUTRAL,0.575209498
Mark couldn't either five years ago.,302012,304425,NEUTRAL,0.567189097
"But I'm telling you today, he can do it.",305162,307322,POSITIVE,0.710122228
"Because step by step, year by year, he took on what he could do.",307355,312392,NEUTRAL,0.741472781
He didn't neglect it.,312440,313577,NEUTRAL,0.732960999
He did the meetings he could do.,313595,315287,NEUTRAL,0.668689191
He made the calls he could make.,315425,317267,NEUTRAL,0.702132046
"He read the books he could read, he took the classes he could take.",317315,321827,NEUTRAL,0.775628924
"And step by step, he got himself ready.",321920,324600,NEUTRAL,0.685722172
"I'm telling you, do not neglect to do whatever you can do, because it'll work miracles of personal development first, productivity second.",324962,336000,POSITIVE,0.810699999
"Now, do what you can.",336737,338147,NEUTRAL,0.734288573
Here's number two.,338180,339032,NEUTRAL,0.802897811
Do the best you can.,339110,340650,POSITIVE,0.658164263
"If it's a foggy night and you can only see 100ft, how can you see another 100ft?",341687,348037,NEGATIVE,0.495619982
Answer walk the first 100ft.,348112,350862,NEUTRAL,0.88074404
"Walk as far as you can see, and then you can see some more.",352262,356402,NEUTRAL,0.579137802
"And walk as far as you can see, and then you can see some more.",356495,360017,NEUTRAL,0.629429519
"So what you've picked up here, just do it as far as you can see it, and I promise you, if you'll execute as far as you can see it, you'll be able to see more.",360215,369137,POSITIVE,0.557553291
"Do that, then you can see more.",369200,371027,NEUTRAL,0.649101853
"And finally, get in tune of doing the best you can, and you'll have the activity that will develop the disciplines, that will set the sail so that you can say, it doesn't matter how the wind blows.",371195,385102,POSITIVE,0.709786773
I'm prepared.,385282,386562,NEUTRAL,0.553140759
"For some people, they see discipline as sort of an ugly word, you know, don't talk to me about discipline.",387887,394147,NEGATIVE,0.86859113
But what you must understand is discipline is a most incredible creative force.,394342,402762,POSITIVE,0.77984798
Discipline builds a career.,403787,405517,NEUTRAL,0.67823267
Discipline develops good health.,405652,407402,POSITIVE,0.688628495
Discipline forms the most incredible marriage.,407570,410242,POSITIVE,0.916369438
Discipline puts together a friendship that won't quit forever.,410377,413712,POSITIVE,0.674474835
Discipline develops skills that can be magnified and touch the world.,414662,420000,POSITIVE,0.726322234
Disciplines opens up music.,420362,422312,NEUTRAL,0.714060724
You can't have incredible music without discipline.,422450,425337,NEUTRAL,0.530538857
"In fact, we call them the disciplines.",426362,429397,NEUTRAL,0.867137253
"We call architecture and music, and we call playing an instrument.",429592,435837,NEUTRAL,0.814729095
"We call sculpturing, we call painting, we call writing composing.",436187,442777,NEUTRAL,0.837450862
We call those the disciplines.,442957,445212,NEUTRAL,0.820403695
"And the disciplines gives us the indication that, yes, it doesn't come except by discipline, but it also means that the discipline is the open door to the creative process, to turn nothing into something and to turn imagination into reality.",445712,461962,NEUTRAL,0.77016443
So here's what you must learn to do appreciate the disciplines and welcome the disciplines.,462112,467187,POSITIVE,0.511122584
Here's a good question to ask.,467537,469097,POSITIVE,0.699337602
What other discipline could I begin that would open up a whole new expression in my life of turning imagination into reality?,469205,479347,NEUTRAL,0.731570959
"Without discipline, there is no enterprise.",479542,481792,NEUTRAL,0.564219832
"Without discipline, there is no magnificent structure.",481927,484687,NEUTRAL,0.527984917
"Without discipline, there is no music.",484762,486722,NEUTRAL,0.600480914
"Without discipline, there is no health.",486905,489000,NEUTRAL,0.498587668
"Without discipline, there is no advantage.",489362,492292,NEUTRAL,0.616752803
There is no future.,492352,493575,NEGATIVE,0.633163273
"So discipline is all when it comes to imagination, having something real, believing in it and turning it into reality, the key to development is to be all that you can possibly be.",493937,506012,POSITIVE,0.527844429
I don't know what your talents are.,506075,508022,NEGATIVE,0.544816792
"I don't know what your skills are, but here's what I probably am right on that.",508055,514427,NEUTRAL,0.731577814
You're behind on an accelerated effort toward your full development.,514445,520102,NEUTRAL,0.597537696
"I would suggest that now, for some of you I know that's probably really not true.",520282,526172,NEUTRAL,0.497161746
But even as I look at my own life because I'm tempted to procrastinate just like everybody else.,526355,534122,NEGATIVE,0.63119936
I should have written 30 books by now.,534230,535997,NEUTRAL,0.619137466
I've only written four or five.,536030,537900,NEUTRAL,0.800748944
"I should have done a lot of things, but I haven't.",538562,541087,NEGATIVE,0.53593725
I got distracted.,541237,542422,NEGATIVE,0.710342407
And all of us have these challenges.,542467,545037,NEUTRAL,0.684219837
But what could I become?,545387,547275,NEUTRAL,0.726579785
What could I become?,547712,549017,NEUTRAL,0.752353072
I had one of my dearest friends I've lost and he died at age 53 one day.,549140,556607,NEGATIVE,0.846615613
And he drank a little too much.,556685,558675,NEGATIVE,0.722241879
"David drank a little too much, but he did all kinds of things.",559187,561797,NEUTRAL,0.582406342
He was a builder and he was a dreamer and he did a lot of things.,561830,565125,NEUTRAL,0.504380524
"But his drinking sort of kept him in a fog for, like, years and years.",565937,570962,NEUTRAL,0.493254751
"About six years ago, he was sitting at the yacht club and he was in a fog.",571100,577552,NEUTRAL,0.80494988
"And suddenly it occurred to him, I wonder what I could have accomplished all these years if I hadn't have been in this sort of foggy.",577732,587362,NEUTRAL,0.604372501
"State and he said, that did it.",587437,591000,NEUTRAL,0.793441832
"And the last six years before he died, he was free and he accomplished some incredible things that last six years.",591362,599175,POSITIVE,0.922288001
"Being all that you can be and not let habits drag you down, not let things sidetrack you from the full development of what you have the capable of being.",601412,612150,POSITIVE,0.49906525
What all could your heart encompass?,613037,614722,NEUTRAL,0.726830363
If you really had the chance and you really had the disciplines and really got to it?,614767,619517,NEUTRAL,0.745828092
What could you really become?,619565,621257,NEUTRAL,0.6786443
What could you earn?,621410,622702,NEUTRAL,0.832932055
How healthy could you really be?,622807,624527,NEUTRAL,0.617695868
How many books could you write?,624620,625802,NEUTRAL,0.887990355
How many poems could you write?,625820,627437,NEUTRAL,0.897764206
So here's what I would ask of you.,627575,628997,NEUTRAL,0.872696579
"If you feel that you're a little bit stalled wherever you are in your progress, I'm asking you to correct that.",629030,636572,NEUTRAL,0.569456935
I'm asking you to see if you can't possibly be on a more accelerated track toward your possibilities and your full development.,636755,647487,POSITIVE,0.626470208
Here's what life is all about to become all that we can possibly be.,647912,652487,POSITIVE,0.720594108
The full development of all of your potential.,652625,654622,POSITIVE,0.689845562
That's number one.,654667,655322,NEUTRAL,0.548376322
Number two is the wise use of all of your resources.,655355,658147,NEUTRAL,0.565358281
That's what life is all about.,658192,659850,POSITIVE,0.790299952
Discipline.,662312,663312,NEUTRAL,0.709387183
"If there is a magic word that stands out above all the rest, this is the one discipline.",663662,669427,NEUTRAL,0.556432724
"Discipline is the bridge between thoughts and accomplishment, the bridge between inspiration and value, achievement, the bridge between necessity and productivity.",669607,680937,POSITIVE,0.496521831
"Remember, all good things are upstream.",681737,684322,POSITIVE,0.755388319
The passing of time takes us to drifting.,684517,687067,NEUTRAL,0.798087537
"And drifting only brings us the negative, the disastrous, the disappointment and the failure.",687202,692562,NEGATIVE,0.902133465
Failure is not a cataclysmic event.,692912,695327,NEGATIVE,0.67234081
"It is not generally the result of one major incident, but rather a long list of accumulated little failings.",695495,702847,NEGATIVE,0.859934151
"Failing in life is failing to think today, failing to act today, failing to care, to strive, to climb, to learn, to keep trying day by day.",703042,713850,NEGATIVE,0.749498069
"If your goal requires that you write ten letters today and you write only three, you are down seven letters.",714212,721177,NEUTRAL,0.619558334
"If you want to make five calls and you only make one, you are down four on calls.",721357,727192,NEUTRAL,0.625985086
"If your plan calls for saving $10 today and you save none, you're down $10 today.",727327,734100,NEGATIVE,0.509017527
Now the danger is looking at an undisciplined day and concluding that no great harm has been done.,734537,740267,NEGATIVE,0.525292635
It doesn't seem like such a bad day.,740465,743117,POSITIVE,0.835307956
"But add up these days to make a year, and then add up those years to make a lifetime.",743315,748957,NEUTRAL,0.761660516
And perhaps you can now see how repeating today's small failures can easily turn your life into a major disaster.,749122,757287,NEGATIVE,0.91185528
"Success, on the other hand, is just the same process in reverse.",757862,761677,NEUTRAL,0.637669265
"If you plan to make ten calls and you end the day making 15, now you're up five calls.",761857,768537,NEUTRAL,0.601822555
"If you then get up a few on letters, move up the savings numbers, you can see what a massive difference it could make in a year and what wealth and accomplishment awaits for a lifetime.",769262,780837,POSITIVE,0.810302913
"Discipline is like a set of magic keys that unlocks all the doors of wealth, happiness, sophistication, culture, high self esteem, pride, joy, accomplishment, satisfaction and success.",781637,795675,POSITIVE,0.857129753
The first key to discipline is awareness of the need for and the value of discipline.,796337,801832,NEUTRAL,0.820012569
And especially the discipline to make the changes.,801997,805125,NEUTRAL,0.805565476
"What will it take, what must I do and what must I become to get all I want from my life?",805487,812025,NEUTRAL,0.780357063
"The second key is the willingness, more than that, the eagerness to maintain your new discipline deliberately, wisely, consistently.",813137,822087,POSITIVE,0.500169277
And the third key to discipline is the commitment to master the circumstances of your daily life.,822587,828197,NEUTRAL,0.851730287
To see and harness the opportunities to make something of the sun and the rain.,828380,833407,POSITIVE,0.734727681
The good as well as what comes in the guise of misfortune.,833572,837987,NEUTRAL,0.621782362
"Discipline does many things, but most important of all is what it does for you.",838562,843707,NEUTRAL,0.558001161
It makes you feel better about yourself.,843860,846450,POSITIVE,0.894493639
Even the smallest discipline can have an incredible effect on your attitude.,846812,851767,NEUTRAL,0.478242904
"And the good feeling you get, that surging feeling of self worth that comes from starting a new discipline, is almost as good as the feeling that comes from the accomplishment of the discipline.",851902,863487,POSITIVE,0.953899682
"Second, a new discipline immediately alters your life direction.",864212,868287,NEUTRAL,0.787158966
You don't change destinations immediately.,868637,871237,NEUTRAL,0.699446976
That is yet to come.,871387,872792,NEUTRAL,0.751113594
But you can change direction immediately.,872915,876322,NEUTRAL,0.812356293
And direction is very important.,876442,878550,NEUTRAL,0.556494951
"Third, discipline cooperates with nature.",879587,882762,NEUTRAL,0.68301326
Everything strives.,883337,884602,NEUTRAL,0.591617227
It is a common life function.,884707,886575,NEUTRAL,0.746889412
How tall will a tree grow?,887162,888902,NEUTRAL,0.896339476
As tall as it can.,889070,890625,NEUTRAL,0.593762577
Everything strives to become all it can possibly be.,891062,894692,POSITIVE,0.66822052
And that striving to become is what discipline is all about.,894815,898425,NEUTRAL,0.720071614
"Disciplining ourselves to fulfill our natural potential, to become all that we can be.",898862,904350,POSITIVE,0.653849483
"And finally, discipline attracts opportunity.",905237,908175,POSITIVE,0.580515563
Opportunity is always looking for ambition and skill in action.,908687,912922,NEUTRAL,0.615387082
Discipline taps the unlimited power of commitment.,913117,916372,NEUTRAL,0.575606227
"The human will in action, driven by inspiration, enticed by desire, tempered by reason, guided by intelligence can bring you to that high and lofty place called the good life.",916567,929175,POSITIVE,0.831952095
So start the new process.,929837,931592,NEUTRAL,0.775272369
"You can begin a new habit, no matter how small it is.",931790,934787,POSITIVE,0.722945809
Small isn't important.,934925,936467,NEUTRAL,0.510540903
Whether or not you start and whether or not you continue are all that is important.,936665,941700,NEUTRAL,0.825074792
"So, to have a prosperous life, start a prosperity plan.",942587,946142,POSITIVE,0.781913996
"To become wealthy, start a wealth plan.",946340,948842,NEUTRAL,0.5940485
"Remember, you don't have to be wealthy to have a wealth plan.",949040,952247,NEUTRAL,0.756185412
A person with no means can have a rich plan.,952430,955367,NEUTRAL,0.564426661
"If you are ill, start a health plan.",955565,957797,NEUTRAL,0.536354065
"If you don't have energy, start an energy plan.",957980,960825,NEUTRAL,0.600093782
"If you don't feel good, start a feel good plan.",961412,964412,NEUTRAL,0.537732005
"If you're not smart, start a smart plan.",964550,967037,NEGATIVE,0.519902885
"If you can't, start a can plan.",967175,969557,NEUTRAL,0.674082756
"If you haven't started a have plan, anyone can.",969710,973800,NEUTRAL,0.754962981
Even a bad person can start hearing good messages and reading good books.,974312,979362,POSITIVE,0.661125243
"Recognize that the start of the better life, the happy life, the wealthy life is today.",979937,985875,POSITIVE,0.966505349
This is exciting.,986312,987337,POSITIVE,0.985666573
Both the process and the result can begin today.,987412,990375,NEUTRAL,0.818954527
Start the new journey.,990962,992122,NEUTRAL,0.570575416
"Today, if you think of a new idea, today is the day to begin the discipline of putting that idea into action.",992167,999687,POSITIVE,0.607141852
"Set this day up as a long, busy, exciting start for your new life.",1000487,1005150,POSITIVE,0.970896602
Get your first book for your new library.,1005587,1007947,NEUTRAL,0.564180374
"Today, begin your new practice of setting goals.",1008067,1011712,NEUTRAL,0.568307936
"Today, start clearing out a drawer of your new orderly desk.",1011862,1016242,NEUTRAL,0.749487817
"Today, start eating an apple a day on your new health plan.",1016377,1020272,POSITIVE,0.643422782
"Today, put some money in your new Investment for Fortune account.",1020455,1024877,NEUTRAL,0.827183306
"Today, start reading with intensity for your new wealth of mind plan.",1025045,1029677,NEUTRAL,0.665438294
"Today, write a postponed letter.",1029845,1032547,NEUTRAL,0.842757642
"Today, make a delayed telephone call.",1032592,1035707,NEUTRAL,0.838199019
"Today, pick up your camera and take a picture of something to start your new treasury of photographs.",1035860,1042372,NEUTRAL,0.579225361
"Today, get some momentum going on your new commitment to the better life.",1042492,1047557,POSITIVE,0.928241432
See how many activities you can pile on in this first day.,1047710,1051277,NEUTRAL,0.68199116
Go all out.,1051445,1052567,POSITIVE,0.522383451
Break away from the negative downward pull of gravity.,1052690,1055932,NEUTRAL,0.660134792
Start the thrusters going.,1056097,1058025,NEUTRAL,0.736813068
"Prove to yourself that waiting is over, hoping is past, and that faith and action have now taken charge.",1058537,1065577,NEUTRAL,0.578709483
"It's a new day, a new beginning for your new life.",1065757,1069397,POSITIVE,0.939193308
"With discipline, you can't believe the list of positive moves you can make in the first day of your new beginning.",1069580,1076737,POSITIVE,0.826689601
"You've heard the words since you were in Sunday school, you have heard these professors remind you of them both in words of warning as well as words of encouragement and maybe even a few testimonies.",4362,20562,NEUTRAL,0.787099779
"A counselor, a friend, a minister of music.",20712,25700,NEUTRAL,0.694719255
"Whatever capacity you'll serve in on mission, field or here at home, you'll use these two words, and they are trust, God.",26812,39800,POSITIVE,0.566887796
"Two single syllable words that you have heard forever, but you will discover as time passes how difficult they are to obey.",40537,57137,NEGATIVE,0.573762178
Trust God.,58462,61625,POSITIVE,0.642242432
"Of course, I have no way of knowing what the future holds for you.",62137,66050,NEUTRAL,0.550771713
You may lose your home and everything in a fire.,67237,70100,NEGATIVE,0.894786119
"You may lose your spouse to an early disease, detected but not cured.",71062,80012,NEGATIVE,0.850373089
"You may lose your dreams, your hopes.",82312,85737,NEGATIVE,0.716595948
You may lose a relationship that you have cultivated over the years.,85887,90875,NEGATIVE,0.613395929
"All losses are painful, and you will be brought back over and over again to the words of Proverbs, chapter three, five and six.",91912,108350,NEUTRAL,0.535612702
"I know you memorized them in vacation Bible school or when you were growing up at the knee of a godly, mother and or father.",109012,121562,NEUTRAL,0.786560059
And your lips will move as I quote them trust in the Lord with all your heart and lean not to your own understanding.,122587,135362,NEUTRAL,0.750841498
"In all your ways, acknowledge Him and he will make your paths straight.",136762,144212,POSITIVE,0.752451181
"All your heart, all your ways.",144787,150125,NEUTRAL,0.707076609
Trust.,150787,151550,NEUTRAL,0.64122045
Trust.,153187,153950,NEUTRAL,0.64122045
"Now, we have a problem with this because of several things.",155812,160100,NEGATIVE,0.88513726
"First of all, we are to blame.",161287,163602,NEGATIVE,0.901045382
Self sufficient.,163707,164987,NEUTRAL,0.594302773
We have learned how to get ourselves out of jams rather than acknowledging.,166162,173457,NEUTRAL,0.632852614
The jam has very well been either directed or permitted by our sovereign God to teach us.,173547,182450,POSITIVE,0.49898693
"And by not trusting Him, we shortcircuit the test and go our own way, getting ourselves out of our own mess.",183412,193250,NEGATIVE,0.606363475
We're too selfsufficient.,193987,195812,NEUTRAL,0.633941293
Another reason we fail this test is because we're too quick to call on others.,196837,202025,NEGATIVE,0.924445093
"We have a lot of very capable friends as life unfolds and you leave the school and you're involved in your church, your work of ministry, your realm of responsibility.",203212,217302,POSITIVE,0.855192244
"You'll meet other people, many of them much smarter than you are, most of them richer than you are, better connected than you are.",217482,230150,POSITIVE,0.892486572
"And some of them will become good friends, and they will become your crutch.",230812,236612,POSITIVE,0.50824064
"They have connections, and when you're up against it, they'll get you through it.",237112,244175,NEUTRAL,0.623847842
Another reason we don't trust is because we feel distant from the God of heaven.,245812,253187,NEGATIVE,0.856380284
Don't feel too guilty about that.,255562,257317,NEUTRAL,0.673025131
"So did Job, as Godly as he was.",257365,261050,POSITIVE,0.527190387
"And yet Job said, in the midst of all of the loss, though he slay me, I will trust in Him.",262312,272542,NEUTRAL,0.531108439
"Though he take me off this earth in the process, I leave trusting Him.",272590,279575,NEUTRAL,0.781188965
I will trust him.,280912,282800,POSITIVE,0.777592421
The fourth reason I would name is that we have cultivated the bad habit of worry.,286012,291587,NEGATIVE,0.731993735
Many of you are much better at worrying than you are at trusting.,294412,298787,NEUTRAL,0.559753358
"If you were to put together a worry list, it would outrun your prayer list.",299962,304700,NEUTRAL,0.739212394
And you're worried right now about something.,306187,308750,NEGATIVE,0.595675707
"Most likely it's related to something about your schoolwork, some course, some class, some test, or maybe your finances.",309337,322187,NEUTRAL,0.756180346
You don't have enough money.,323437,325175,NEGATIVE,0.742581189
I'll give you a word of encouragement you'll never have enough money so you're worried.,326212,331842,NEUTRAL,0.554459453
Now you're getting good at it so you can carry that with you when you graduate because you won't have enough money then.,331902,339050,NEUTRAL,0.491503417
So you're worried about that.,340912,342800,NEUTRAL,0.571829736
And you do not trust God.,344362,347675,NEGATIVE,0.768453479
See how practical it is?,348562,350450,POSITIVE,0.720591664
"And if you think you're going to outgrow the problem, take it from this old guy today you won't ever outgrow it.",351037,360800,NEGATIVE,0.811874092
It's like lust.,361837,363287,NEGATIVE,0.761233151
"You never outgrow lust, you just learn to fake it.",364087,368675,NEGATIVE,0.573690891
I remember attending a navigator conference when Lauren Sandy was president.,370237,374647,NEUTRAL,0.711839616
We were at Glenarian.,374830,376362,NEUTRAL,0.871839464
"They had a returned missionary, I think, 87, 88 year old gentleman who Lauren brought up to the platform and he's a longtime navigator.",376512,387342,NEUTRAL,0.840489864
"And Lauren said, tell me Doc, so and so, when did you conquer lust?",387402,393812,NEUTRAL,0.692163706
"The old man said, Well, Lauren hasn't happened yet.",395137,399650,NEUTRAL,0.628197074
You'll never conquer worry.,401437,403937,NEGATIVE,0.539078176
It's part of the flesh.,404812,406862,NEUTRAL,0.750705719
You want to.,409912,411200,NEUTRAL,0.717752755
"But the only way you will get through it so that you will learn from the test, is to trust.",412087,419542,POSITIVE,0.624537408
"To trust, to put the worry on hold, to set it aside, deliberately shoving it away and saying, god, at this moment I rest in you and you alone.",419740,438737,POSITIVE,0.687549233
"If you're married, God, help my spouse and me to trust you, to lean on you, to wait on you, to listen to you, to endure the test with you.",440587,458675,POSITIVE,0.608241737
I put together a quick list of things that reveal how little we trust.,460387,467525,NEGATIVE,0.595768452
"When you choose to worry, you do not trust.",469537,472775,NEGATIVE,0.756430924
When you try to fix what is impossible you do not trust.,474562,479075,NEGATIVE,0.792752922
When you hurry ahead and don't wait for the Lord to move and to change you do not trust.,480937,489425,NEUTRAL,0.488193244
When you lie awake twisting and turning at night you do not trust.,491062,496100,NEGATIVE,0.884563088
When you doubt biblical principles and promises that are right here in the book you love and study.,498112,505387,NEUTRAL,0.61381501
You do not trust when you turn to others first for help you do not trust.,505525,514850,NEGATIVE,0.87437427
When you listen to human counsel and give a higher priority to that than the principles you have just learned.,517012,524712,NEUTRAL,0.737461925
You do not trust when you manipulate and maneuver situations you do not trust.,524787,531125,NEGATIVE,0.895658255
"When you step in and take charge without praying and being led by the Spirit of God, you do not trust.",532612,542300,NEGATIVE,0.535523891
When you cling to others in order to feel secure and needed and loved you do not trust the list goes on and on.,547312,557737,NEGATIVE,0.527131736
"See how easy it is to live in the flesh, how easy it is to disobey trust in the Lord with all your heart.",557800,566450,NEUTRAL,0.514572263
Wouldn't it be a great project over the Christmas season this year to think through ways that you can begin to trust God regardless.,566887,581987,POSITIVE,0.912966788
Hopefully it'll be a project that you and a good friend or you and your mate can enter together.,584212,590300,POSITIVE,0.895747125
What is it we do that keep us from trusting god?,590887,596525,NEGATIVE,0.690519929
And how can we break that habit and watch god break through in ways that we would never have expected?,597487,609587,NEUTRAL,0.604598105
Cynthia and I have a longtime friend who was raised with four brothers in southwest Texas.,612750,618475,NEUTRAL,0.877971649
They were raised on a very poor ranch.,618975,623015,NEGATIVE,0.813009799
They eked out a living.,623195,624780,NEUTRAL,0.568525016
"One of the brothers wound up getting into Baylor, going on to UCLA law school and earning his degree in law.",624902,634155,NEUTRAL,0.926595271
And it's since become a very fine attorney in the southern California area.,634202,638610,POSITIVE,0.854990125
We've been friends since the mid 1970s.,638642,641562,NEUTRAL,0.600829661
"One of his four brothers stayed at the ranch and developed it, cultivated it.",641925,647940,NEUTRAL,0.894673467
"The other brothers moved away, as did our friend.",647957,650400,NEUTRAL,0.787477434
"And the one who stayed, along with his wife, really turned the ranch into something much more successful through crops that worked, got cattle, bred them, sold them little by little, and kind of got on their feet and finally became pretty much financially stable.",650462,673075,POSITIVE,0.859524965
"Then the fires of 2011 across Texas swept through their area, and they came to that ranch.",674250,683500,NEUTRAL,0.665545821
"By now, they knew they would lose all the cattle.",683850,687695,NEGATIVE,0.566794872
They simply opened the gate.,687785,689330,NEUTRAL,0.709650815
"And amazingly, those animals nowhere to go.",689390,693012,NEUTRAL,0.5129776
Usually nowhere to go to find shelter and safety.,693525,697310,NEUTRAL,0.708710253
"And they fled, hundreds of them.",697430,700287,NEGATIVE,0.493153363
"And they barely left, unable to get anything much of anything in their pickup.",701775,707555,NEGATIVE,0.649874687
And they drove away.,707615,708990,NEUTRAL,0.565330565
Came back a number of days later when allowed to enter this territory.,709157,715070,NEUTRAL,0.917366266
And everything was melted.,715160,719125,NEUTRAL,0.50178051
Everything.,720375,721137,NEUTRAL,0.550895452
Even the metal roof on the shed on the barn had melted down and sort of peeled its way over.,721500,728670,NEGATIVE,0.615840673
And what it landed on it kind of was that metal profile is everything is lost.,728747,736130,NEGATIVE,0.515997827
"All possessions, all pictures.",736265,739825,NEUTRAL,0.676431775
"Thankfully, no lives.",740700,742287,NEUTRAL,0.610877633
"Strangely, the cattle got back and were clustered around in a herd around an enormous oak tree, and they were able to get them back.",742725,753255,NEUTRAL,0.641862035
"Of course, the fence had burned, so that has to be rebuilt.",753302,756680,NEGATIVE,0.6922279
"And they said to one another, we realized at that moment our faith would either kick into action or we would move far away from the god we had loved and served.",756740,773465,NEUTRAL,0.690464973
They chose the former.,773570,776875,NEUTRAL,0.713533759
They determined they would rebuild.,777375,781100,NEUTRAL,0.754397154
"They're in the process right now, living with a brother, putting house and home back together, having lost it all.",781175,793212,NEUTRAL,0.518863559
"And the lord taught me through my shameful response, he'll win this battle.",793800,801250,POSITIVE,0.581570566
Trust him.,801975,803025,NEUTRAL,0.571638703
Trust me.,803162,804237,POSITIVE,0.510976374
Trust god.,804600,805737,POSITIVE,0.557386756
Just to rest upon his promises.,808725,810850,NEUTRAL,0.775076628
Just to know.,811950,813162,NEUTRAL,0.690807581
Thus saith lord.,814125,815800,NEUTRAL,0.741891563
Trust God.,816825,818112,POSITIVE,0.642242432
